slug,titulo,categoria,fecha,vistas,url,prioridad,estado_gsc,solicitud_indexacion,indexado_fecha
comerciante-fallece-tras-altercado-en-terminal-de-rosita,"Comerciante resulta afectado tras altercado en terminal de Rosita",Sucesos,2026-06-13T23:08:00.000Z,79,https://nicaraguainformate.com/noticias/comerciante-fallece-tras-altercado-en-terminal-de-rosita,BAJA,,
dos-fallecidos-en-accidentes-de-motocicleta-en-nicaragua,"Dos afectados en accidentes de motocicleta en Nicaragua",Sucesos,2026-06-13T23:29:00.000Z,67,https://nicaraguainformate.com/noticias/dos-fallecidos-en-accidentes-de-motocicleta-en-nicaragua,BAJA,,
juzgado-de-masaya-dicta-prision-preventiva-por-caso-penal,"Juzgado de Masaya dicta prision preventiva por caso penal",Sucesos,2026-06-13T22:39:00.000Z,7,https://nicaraguainformate.com/noticias/juzgado-de-masaya-dicta-prision-preventiva-por-caso-penal,BAJA,,
polemica-en-el-mundial-no-frena-reconocimiento-a-tatiana,"Polémica en el Mundial no frena reconocimiento a Tatiana Guzmán",Deportes,2026-06-30T21:21:11.059Z,16,https://nicaraguainformate.com/noticias/polemica-en-el-mundial-no-frena-reconocimiento-a-tatiana,BAJA,,
nicaraguense-sigue-desaparecida-tras-terremotos-en-venezuela,"Nicaragüense sigue desaparecida tras terremotos en Venezuela",Internacionales,2026-06-30T20:36:54.734Z,18,https://nicaraguainformate.com/noticias/nicaraguense-sigue-desaparecida-tras-terremotos-en-venezuela,BAJA,,
noruega-vuelve-a-octavos-del-mundial-tras-28-anos-de,"Noruega vuelve a octavos del Mundial tras 28 años de ausencia",Deportes,2026-06-30T21:55:27.023Z,9,https://nicaraguainformate.com/noticias/noruega-vuelve-a-octavos-del-mundial-tras-28-anos-de,BAJA,,
copa-2026-alemania-y-paises-bajos-fuera-brasil-y-canada-avanzan,"Copa 2026: Alemania y Países Bajos fuera; Brasil y Canadá avanzan",Deportes,2026-06-30T05:32:12.986Z,40,https://nicaraguainformate.com/noticias/copa-2026-alemania-y-paises-bajos-fuera-brasil-y-canada-avanzan,BAJA,,
fallece-la-actriz-venezolana-gabriela-fleritt-tras-sismo,"Fallece la actriz venezolana Gabriela Fleritt tras sismo",Espectáculos,2026-06-29T21:43:03.251Z,63,https://nicaraguainformate.com/noticias/fallece-la-actriz-venezolana-gabriela-fleritt-tras-sismo,BAJA,,
apple-sube-ram-del-iphone-18-a-una-cifra-rarisima-9gb,"Apple sube RAM del iPhone 18 a una cifra rarísima: 9GB",Tecnología,2026-06-29T17:50:26.297Z,7,https://nicaraguainformate.com/noticias/apple-sube-ram-del-iphone-18-a-una-cifra-rarisima-9gb,BAJA,,
mundial-2026-sorpresas-favoritos-y-como-se-vive-en-nicaragua,"Mundial 2026: sorpresas, favoritos y cómo se vive en Nicaragua",Deportes,2026-06-28T16:08:11.511Z,5,https://nicaraguainformate.com/noticias/mundial-2026-sorpresas-favoritos-y-como-se-vive-en-nicaragua,BAJA,,
venezuela-replicas-continuan-con-920-victimas-y-miles-sin-rastro,"Venezuela: réplicas continúan con 920 víctimas y miles sin rastro",Internacionales,2026-06-28T01:06:12.635Z,13,https://nicaraguainformate.com/noticias/venezuela-replicas-continuan-con-920-victimas-y-miles-sin-rastro,BAJA,,
sismos-en-venezuela-cifra-de-fallecidos-sube-a-589,"Sismos en Venezuela: cifra de afectados sube a 589",Internacionales,2026-06-26T16:42:06.640Z,3,https://nicaraguainformate.com/noticias/sismos-en-venezuela-cifra-de-fallecidos-sube-a-589,BAJA,,
esteliana-fallece-ahogada-en-playa-de-san-sebastian-espana,"Esteliana resulta afectado afectada en playa de San Sebastián, España",Internacionales,2026-06-25T22:37:41.129Z,20,https://nicaraguainformate.com/noticias/esteliana-fallece-ahogada-en-playa-de-san-sebastian-espana,BAJA,,
mexico-brasil-y-argentina-avanzan-en-el-mundial-2026,"México, Brasil y Argentina avanzan en el Mundial 2026",Deportes,2026-06-25T23:19:29.304Z,2,https://nicaraguainformate.com/noticias/mexico-brasil-y-argentina-avanzan-en-el-mundial-2026,BAJA,,
venezuela-164-fallecidos-y-30-mil-desaparecidos-tras-sismos,"Venezuela: 164 afectados y 30 mil desaparecidos tras sismos",Internacionales,2026-06-25T18:10:53.905Z,14,https://nicaraguainformate.com/noticias/venezuela-164-fallecidos-y-30-mil-desaparecidos-tras-sismos,BAJA,,
dos-sismos-en-39-segundos-sacuden-venezuela-y-caracas,"Dos sismos en 39 segundos sacuden Venezuela y Caracas",Internacionales,2026-06-25T02:15:09.338Z,1,https://nicaraguainformate.com/noticias/dos-sismos-en-39-segundos-sacuden-venezuela-y-caracas,BAJA,,
ia-medica-en-2026-diagnosticos-mas-certeros-que-medicos,"IA médica en 2026: diagnósticos más certeros que médicos",Tecnología,2026-06-24T20:57:05.156Z,1,https://nicaraguainformate.com/noticias/ia-medica-en-2026-diagnosticos-mas-certeros-que-medicos,BAJA,,
costa-rica-detiene-a-palestino-con-vinculos-a-hamas,"Costa Rica detiene a palestino con vínculos a Hamás",Internacionales,2026-06-24T19:23:08.352Z,1,https://nicaraguainformate.com/noticias/costa-rica-detiene-a-palestino-con-vinculos-a-hamas,BAJA,,
beisbol-infantil-nicaragua-viaja-a-puerto-rico-y-ecuador,"Beisbol infantil: Nicaragua viaja a Puerto Rico y Ecuador",Deportes,2026-06-23T21:10:12.226Z,1,https://nicaraguainformate.com/noticias/beisbol-infantil-nicaragua-viaja-a-puerto-rico-y-ecuador,BAJA,,
riverside-oij-y-fiscalia-desmantelan-red-pecho-de-rata,"Riverside: OIJ y Fiscalía desmantelan red 'Pecho de Rata'",Internacionales,2026-06-23T15:41:24.836Z,8,https://nicaraguainformate.com/noticias/riverside-oij-y-fiscalia-desmantelan-red-pecho-de-rata,BAJA,,
tatiana-guzman-hace-historia-en-mundial-fifa-2026-con-var,"Tatiana Guzmán hace historia en Mundial FIFA 2026 con VAR",Deportes,2026-06-23T15:11:54.395Z,1,https://nicaraguainformate.com/noticias/tatiana-guzman-hace-historia-en-mundial-fifa-2026-con-var,BAJA,,
mbappe-a-un-gol-de-igualar-el-record-mundialista-de-messi,"Mbappé, a un gol de igualar el récord mundialista de Messi",Deportes,2026-06-23T03:26:29.881Z,18,https://nicaraguainformate.com/noticias/mbappe-a-un-gol-de-igualar-el-record-mundialista-de-messi,BAJA,,
nicaraguense-muere-en-ataque-en-canovanas-puerto-rico,"Nicaragüense resulta afectado en ataque en Canóvanas, Puerto Rico",Internacionales,2026-06-22T21:08:48.307Z,18,https://nicaraguainformate.com/noticias/nicaraguense-muere-en-ataque-en-canovanas-puerto-rico,BAJA,,
lionel-messi-establece-record-de-18-goles-en-copas-del-mundo,"Lionel Messi establece récord de 18 goles en Copas del Mundo",Deportes,2026-06-22T19:28:05.471Z,13,https://nicaraguainformate.com/noticias/lionel-messi-establece-record-de-18-goles-en-copas-del-mundo,BAJA,,
detienen-a-nicaraguenses-con-droga-en-aguas-de-costa-rica,"Nicaragüenses detenidos con droga en aguas de Costa Rica",Internacionales,2026-06-21T21:15:33.336Z,65,https://nicaraguainformate.com/noticias/detienen-a-nicaraguenses-con-droga-en-aguas-de-costa-rica,BAJA,,
nicaraguense-fallece-tras-incidente-armado-en-guanacaste,"Nicaragüense resulta afectado tras incidente armado en Guanacaste",Internacionales,2026-06-21T14:53:09.435Z,55,https://nicaraguainformate.com/noticias/nicaraguense-fallece-tras-incidente-armado-en-guanacaste,BAJA,,
campeonato-de-1-4-de-milla-adrenalina-y-tecnica-en-managua,"Campeonato de 1/4 de Milla: Adrenalina y técnica en Managua",Deportes,2026-06-21T20:42:51.036Z,10,https://nicaraguainformate.com/noticias/campeonato-de-1-4-de-milla-adrenalina-y-tecnica-en-managua,BAJA,,
agenda-cultural-eventos-en-managua-del-20-al-30-de-junio,"Agenda cultural: Eventos en Managua del 20 al 30 de junio",Espectáculos,2026-06-21T02:30:38.051Z,1,https://nicaraguainformate.com/noticias/agenda-cultural-eventos-en-managua-del-20-al-30-de-junio,BAJA,,
mexico-ee-uu-y-paises-bajos-clasifican-al-mundial-2026,"México, EE. UU. y Países Bajos clasifican al Mundial 2026",Deportes,2026-06-21T01:27:58.782Z,3,https://nicaraguainformate.com/noticias/mexico-ee-uu-y-paises-bajos-clasifican-al-mundial-2026,BAJA,,
mundial-2026-rompe-record-de-expulsiones-en-fase-inicial,"Mundial 2026 rompe récord de expulsiones en fase inicial",Deportes,2026-06-19T20:36:45.239Z,16,https://nicaraguainformate.com/noticias/mundial-2026-rompe-record-de-expulsiones-en-fase-inicial,BAJA,,
stanling-orozco-conserva-triple-corona-del-pomares-2026,"Stanling Orozco conserva triple corona del Pomares 2026",Deportes,2026-06-19T16:09:53.784Z,2,https://nicaraguainformate.com/noticias/stanling-orozco-conserva-triple-corona-del-pomares-2026,BAJA,,
nasa-registra-bola-de-fuego-que-cruzo-seis-estados-de-ee-uu,"NASA registra bola de fuego que cruzó seis estados de EE.UU",Internacionales,2026-06-18T23:00:50.770Z,15,https://nicaraguainformate.com/noticias/nasa-registra-bola-de-fuego-que-cruzo-seis-estados-de-ee-uu,BAJA,,
tecnologia-global-ia-agentica-lidera-cambios-en-2026,"IA agéntica lidera cambios tecnológicos globales en 2026",Tecnología,2026-06-18T22:00:45.222Z,10,https://nicaraguainformate.com/noticias/tecnologia-global-ia-agentica-lidera-cambios-en-2026,BAJA,,
nicaraguense-jose-salgado-muere-en-asalto-en-austin,"Nicaragüense José Salgado resulta afectado en asalto en Austin",Internacionales,2026-06-18T18:46:45.728Z,20,https://nicaraguainformate.com/noticias/nicaraguense-jose-salgado-muere-en-asalto-en-austin,BAJA,,
nicaragua-impulsa-talento-digital-ia-y-expansion-del-5g,"Nicaragua impulsa talento digital, IA y expansión del 5G",Tecnología,2026-06-18T20:44:01.145Z,1,https://nicaraguainformate.com/noticias/nicaragua-impulsa-talento-digital-ia-y-expansion-del-5g,BAJA,,
panama-retorna-a-24-nicaraguenses-8-fueron-expulsados,"Panamá retorna a 24 nicaragüenses; 8 fueron expulsados",Internacionales,2026-06-18T01:56:14.666Z,30,https://nicaraguainformate.com/noticias/panama-retorna-a-24-nicaraguenses-8-fueron-expulsados,BAJA,,
mundial-2026-cabo-verde-sorprende-espana-y-empata-portugal,"Mundial 2026: Cabo Verde sorprende España y empata Portugal",Deportes,2026-06-18T02:45:04.286Z,11,https://nicaraguainformate.com/noticias/mundial-2026-cabo-verde-sorprende-espana-y-empata-portugal,BAJA,,
doctora-nicaraguense-muere-en-ataque-armado-en-poptun-peten,"Doctora nicaragüense resulta afectado en ataque armado en Poptún, Petén",Internacionales,2026-06-17T23:37:48.085Z,16,https://nicaraguainformate.com/noticias/doctora-nicaraguense-muere-en-ataque-armado-en-poptun-peten,BAJA,,
messi-iguala-record-historico-de-16-goles-en-mundiales,"Messi iguala récord histórico de 16 goles en Mundiales",Deportes,2026-06-17T04:47:48.918Z,15,https://nicaraguainformate.com/noticias/messi-iguala-record-historico-de-16-goles-en-mundiales,BAJA,,
nicaragua-festival-ia-y-hackathon-impulsan-la-innovacion,"Evento de IA buscan revolucionar innovación en Nicaragua y Hackathon impulsará la innovación",Tecnología,2026-06-16T20:31:44.328Z,15,https://nicaraguainformate.com/noticias/nicaragua-festival-ia-y-hackathon-impulsan-la-innovacion,BAJA,,
nicaragua-domina-el-ihf-trophy-de-balonmano-en-centroamerica,"Nicaragua conquista el IHF Trophy de Balonmano en C.A",Deportes,2026-06-16T19:34:15.509Z,1,https://nicaraguainformate.com/noticias/nicaragua-domina-el-ihf-trophy-de-balonmano-en-centroamerica,BAJA,,
resumen-mundial-2026-sorpresas-en-atlanta-y-goleada-alemana,"Resumen Mundial 2026: Resultados en Atlanta y victoria alemana",Deportes,2026-06-15T22:45:36.719Z,15,https://nicaraguainformate.com/noticias/resumen-mundial-2026-sorpresas-en-atlanta-y-goleada-alemana,BAJA,,
amanda-miguel-ofrece-concierto-internacional-en-managua,"Amanda Miguel ofrece concierto internacional en Managua",Espectáculos,2026-06-14T00:51:00.000Z,24,https://nicaraguainformate.com/noticias/amanda-miguel-ofrece-concierto-internacional-en-managua,BAJA,,
nicaraguense-fallece-en-accidente-laboral-en-wisconsin,"Nicaraguense resulta afectado en accidente laboral en Wisconsin",Internacionales,2026-06-13T23:00:00.000Z,21,https://nicaraguainformate.com/noticias/nicaraguense-fallece-en-accidente-laboral-en-wisconsin,BAJA,,
